datetime,precipitation_mm,soil_moisture,humidity_pct,temperature_c,rainfall_6h,rainfall_24h,rainfall_72h
2018-01-09 06:00:00+05:30,0.0,0.389,63.94641,6.8025002,0.0,0.0,0.10000000149011612
2018-01-09 07:00:00+05:30,0.0,0.389,63.6699,9.5525,0.0,0.0,0.10000000149011612
2018-01-09 08:00:00+05:30,0.0,0.389,60.64771,12.452499,0.0,0.0,0.10000000149011612
2018-01-09 09:00:00+05:30,0.0,0.388,60.456593,13.402499,0.0,0.0,0.10000000149011612
2018-01-09 10:00:00+05:30,0.0,0.387,60.245453,14.2525,0.0,0.0,0.10000000149011612
2018-01-09 11:00:00+05:30,0.0,0.386,61.82689,14.7525,0.0,0.0,0.10000000149011612
2018-01-09 12:00:00+05:30,0.0,0.385,63.774,14.8525,0.0,0.0,0.10000000149011612
2018-01-09 13:00:00+05:30,0.0,0.384,65.95166,14.7525,0.0,0.0,0.10000000149011612
2018-01-09 14:00:00+05:30,0.0,0.383,68.78081,14.1025,0.0,0.0,0.0
2018-01-09 15:00:00+05:30,0.0,0.382,72.89796,13.0525,0.0,0.0,0.0
2018-01-09 16:00:00+05:30,0.0,0.382,78.61101,11.902499,0.0,0.0,0.0
2018-01-09 17:00:00+05:30,0.0,0.382,87.929886,9.452499,0.0,0.0,0.0
2018-01-09 18:00:00+05:30,0.0,0.382,87.59355,9.0525,0.0,0.0,0.0
2018-01-09 19:00:00+05:30,0.0,0.382,84.12981,9.652499,0.0,0.0,0.0
2018-01-09 20:00:00+05:30,0.0,0.382,85.19653,8.8025,0.0,0.0,0.0
2018-01-09 21:00:00+05:30,0.0,0.382,82.867256,8.702499,0.0,0.0,0.0
2018-01-09 22:00:00+05:30,0.0,0.382,80.864,8.5525,0.0,0.0,0.0
2018-01-09 23:00:00+05:30,0.0,0.382,79.450356,8.402499,0.0,0.0,0.0
2018-01-10 00:00:00+05:30,0.0,0.382,79.95489,8.0525,0.0,0.0,0.0
2018-01-10 01:00:00+05:30,0.0,0.382,80.73284,7.6025004,0.0,0.0,0.0
2018-01-10 02:00:00+05:30,0.0,0.382,81.52988,7.2025,0.0,0.0,0.0
2018-01-10 03:00:00+05:30,0.0,0.383,80.677216,7.2025,0.0,0.0,0.0
2018-01-10 04:00:00+05:30,0.0,0.383,79.03296,7.4525,0.0,0.0,0.0
2018-01-10 05:00:00+05:30,0.0,0.382,76.03479,7.4525,0.0,0.0,0.0
